Username,Comment
@adamres33,How could such a weak team as Inter score 7 goals in two matches against Barcelona? Summer played two outstanding matches and only thanks to him Inter are in the final. Barcelona's defense is a tragedy. Szczęsny does not help. Inter are the weakest Champions League finalists in years. PSG have a guaranteed victory in the final.
@ji5078,Congrats Inter👏👏👏. Barca was too over confident. Final will be Inter vs PSG!!!😊
@maestrojr-i2t,Inter goalkeeper congratulations 2 u 😮water saves
@adarodolfi4634,Niente da fare contro una Grande Inter...❤❤❤❤
@emmanuelaidookani1455,Tnk u inter
@Geerbox1,Ça fera du bien à toute l'Italie cette victoire et à réuni tous les clubs nationaux l'espace d'une soirée ⚽🍻
@aderoniinter,Forza inter 🖤💙💪
@b698bidar5cz,What a goalkeeper Inter has well done he saved his team
@KaraviaMuli,Cool
@bunburyvangyen,Ya inter Milan won from last time onwards
@Koko-y5r7j,Who will be the Baloon d or now?
@FrijeanceYenga,Barça etait trop sur😂😂😂😂😂
@richiezerouali6662,Inter very lucky
@siyathembasiazmatshaya7074,"Lot of rules need to be applied by FIFA in football.
1) no need to add referees optional time,but just stop the clock when time is wasted,and resume.
2)clock must be stopped for celebrations as well,how come a team celebrate scoring a goal for 15 minutes?😢"
@fantastico5526,"I told yemal to be humble, the kid didn't listen."
@capribabe8565,The commentator is clearly a barca fan
@GodwinBell-sv4yr,Thank you very much Barca 😂😂
@LeonardoNikolli-01,"This was the kind of match every football fan has been missing. I’m not an Inter fan, but what I saw today made me love this team — they showed football, determination, and never gave up. Bravo and good luck!"
@Koko-y5r7j,Inter kick out barcelona is this real!
@pradity017,barca must renewing defender 😅
@MotlatsiLetlala,😂😂😂 Real Madrid
@moustaphadiop2367,Barca 10ans zéro LG de champion 😂😂😂😂😂😂😂
@MamadouAdamaDiallo-i8e,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
@blurayffan66,Barcelonas defending was an absolute Joke!! 😂
@nanaafenyi8023,"Inter Milan should be honored as Climate Change ambassadors. If it wasn't for them, the entire world would have been engulfed in Total Noise Pollution"
@AntoniusFremidisonrode,"Ketika hala Madrid kalah
Sya sudah beralih dukung inter😂😂"
@JoseMorocoima-qo7oz,Cuando el Barcelona mete los goles los grita a todo gusto pero cuando los hace el Inter ni los gritan por Dios pobres perros
@canaldeuso,Bravo Inter 👍🏻
@adamcyrankowski6347,Defensiwa of Barcelona is tragika
@budiutomo7628,Syg pemain belakang ny Barca mudah di tembus
@chiiijallow7271,am still asking what araujo was doing
@abdularis8191,I love you forever inter❤
@bokaJleun,❤
@SirKhajDAMIR,👏🏼👏🏼👏🏼
@sami...b-s3h,"Inter's football team rightly defeated Barcelona's PR machine and the poison of the gossip media .
The good older players with character and experience defeated the weak and arrogant inexperienced young men.
The Italian league is the best that world football has to offer, only because luckily for them, the USA, the world's greatest sports power, is not interested in football."
@ClaudiaJuarez-nb8hr,La narracione incredible 🎉
@OldopBeting,"Era keemasan sepakbola Italia,keren inter kalian lah juara tahun ini"
@imipala8527,Sy sebagai fans Madrid senang dgn kemenangan Inter. Rasanya mereka layak ada di final. Semoga beruntung.
@Spike_7519,Forza Inter 🎉🎉🎉
@Titanium-tzu,Barca eliminated in CL and Euroleague in the same night! It must hurt a lot for them!!!
@jimmissonanderson6753,Tommmaaaaa laportaaaaaa
@CourageInnocent,A great spectacular match 💯
@mariavidalr9442,"Que locura de partido!! 7 goles! 
Este año tampoco😂"
@branzastronz,88 minuti e poi ... Magia
@josemanuellopezrodriguez2359,Nunca Nunca serán como el Real nunca
@Alhamdulillah-v5z,Gool winner 🎉
@EldyHangzo,Barcelona's players have pride in their mind that's the reason why they don't win the match. They think that they were the best
@tanakh,Farsa pardillos
@CriDeFra,Il rublete è vicino ci pensa infantino
@vltc,YEAHHHH UCL FINALLLLL
@chikal-tg1,Hahaha big problem for Barcelona fan
@lemmyomo9845,"One question to VARcelona fans crying foul, why do you keep quiet on the fact that the ref blew the half time whistle and extra time when the inter player was one on one with your keeper???   Oooooohhhh 😮😮"
@yh-cs2gp,lose 7-6 than win 1-0
@Armando-d9x,"Cómo no van a perder.
Si se pusieron ese orroble uniforme.
Que les dejo Don Rosa.
El Trampas y Ratero."
,always great to see barcelona lose.
@staredgetv,No more Raphina for ballon Dior 😂
@yaidhenao9653,Le tocó suave el cruces  de 8 y 4 con todo respeto por Benfica y Dortmund y en semifinales al encontrar un campeón de Champions se les vio caer. Forza Inter.
@novembarvan7454,Why Yama didnt play???? His magical touches would have saved Barca.
@rayquazaplays4541,THANK YOU INTER YOU JUST SAVED FOOTBALL I FUCKING LOVE YOU GUYS
@goethesochacki2190,"Barcelona ist ein Club voller Spaß und Ticketverkauf. ist ein Team armer brasilianischer Kinder. und Flick vergaß, dass Journalisten in Spanien genauso gut sind wie Fußballschiedsrichter."
@mohsinmalik9365,Barça no podría ganar este partido porque FIFA no qeria por eso lo tenía árbitro calvo de mierda hizo mucho favor de Inter y normal si ha ganado i ter visca Barça siempre ❤
@danielsimoesadaodemoraessa1672,😐
@ShellaDon,Hottest semi-final ever play in the champions league history
@patrickzuiver4163,Araujo and Martin to blame for the third Inter goal. Just 3 minutes to go why was Barca chasing the game come you have to things very slow and try long ball just to keep push Inter back
@brites9457,The comentator from barca😂
@CenzoL,"How do you say, ""andate a casa"" in Spanish? Asking for a friend."
@Frik1os,Barcelona ended when Messi left
@guymouanda3291,"The meaning of ""never give up"" became clear to me. Congrats to both teams. I did not regret spending $2 on the pay-per-view. What sort of game!"
@gecko2168,"FC Barcelona did not deserve to play the final, 20 years paying the referees in Spain and have not been penalised yet. They deserve to lose all titles from the last 20 years and play in the 2nd division"
@FathiyaKhanza-z8t,"all this is because of Yamal, just try not to dye his hair"
@sachindusilva3223,Real madrid fans right now☠️☠️
@ucheani2208,Also you have to respect inter Milan this their second consecutive finals against man city last season now they are in another final and if you think about it an Italian club haven’t won the championships league in a long time so maybe this is inters year regardless it’s a competition to make history. Arsenal psg and inter any team who wins will create some kind of history
@guyritchie8297,"Шикарный два матча с Интером, я думаю финал не будет таким зрелищным как эти матчи, как бы не был хорош Интер, Барса заслуживала победу не меньше, спасибо за эмоции 🔥"
@lemmyomo9845,"VARcelona should change bank, the transfer they did to the VAR team didn't go through early enough,  it arrived just after the final whistle...😂😂😂"
@fittyrightonpoint6466,"I will say the most memorable and interesting semi finals in the UCL i have ever seen💯💯💯
🔥🔥🔥🔥
❤❤❤❤❤❤❤❤❤"
@yoshimasanojima9247,Árbitro placo q no pita mano penalti
@KappitaiTai,Bravo inter
@BrianK1022,Unbelievable match!!!
@SaputriBintang-y6i,"biarpun hasil, nya saya tetap bangga barcaaa untuk inter semoga menjadi juaraa th ini bravoo salam Damai💪🙏"
@iwankitty,Comeback ??? They says Barca king comeback 😅😅😅
@ArniDeal-f2q,"Here we came,,inter milan🫶🏾🧡🧡"
@abdulhafid6595,Argentina vs Brazil
@angelusduo9486,Madre mía que partidazo nos han regalado este par de titanes..!!
@lemmyomo9845,"As a Real Madrid fan, l always told the Barca fans around me that they would not win the Champions League... That their team success was 80% based on individual brilliance, and 20% team work. 

      They didn't believe me, just look at all the goals they scored in both legs, all individual brilliance,  nothing else. 

        They lost because they kept passing the ball hopelessly to Yamal so he can do magic. ...

          Now l don't give a damm if they win the league,  since they are so arrogant,  they will wait for another 15 years before coming close to winning another Champions League,  then fail again when it matters most.

        We have one bad season,  with wingers Playing as defenders for us, and they were so arrogant after each classico. Arrogant while playing a team with no defenders. 

        No respect for our legendary club that have won 15  Champions League....  Now they should go drink tea with the useless Copa Cup they won, but they can never win the most important trophy!! 
         HALA MADRID!!!"
@nananhyiraakoto8750,"Them Italians came Prepared 
They're really determined to get this trophy 🏆"
@zulzafri4266,This should be the final game
@user-newsws5qp7dr9x,Cassssi
@liga853,Es cuando los grandes jugadores aparecen y se nota el el oscuro yamal aun no es lo que todos piensan
@ardianopirlo3333,"Biar berganti lh juaranya, jgn yg itu itu saja."
@Geodreamcatcher,"Barca should kick them off!!!! The next time they will not be so lucky....
Love Barcelona, hate Inter from now on"
@lionwithheart,Hammer Spiel und am Sonntag Barca Gegen Real Madrid
@ewindanielcruzsalvatierra2914,Belleza 💯
@juanluismunizbarreiro5903,Camino de Munich dice el comentarista 😂😂😂😂😂
@vo2009,Inter!!! Goal~~~~~~~~~~😂😂😂😂😂😂🎉🎉🎉🎉😂😂😂🎉🎉🎉😂😂🎉😂🎉😂😂🎉😂🎉😂😂🎉😂😂
@ryanazka1728,Inter ❤❤❤
@Мухаммад-х3с1й,Интер лучше
@Sheyo-yj8mu,"Everybody depends on a 17year old Yamal in this barca team but you all want Raphinha or Pedri for ballon d'or, jokes on you all😂"
@Ya.sajjad,😍😍😍😍😍💪💪💪💪love inter from iran
@mrconservative8558,Congratulations inter. See you next champions league.
@ХадижаКурбанова-с4ш,"Я говорила победить Интер🎉Очень хорош Лаутаро Мартинес. Он как Криш, Лео Месси❤"
@dewanunul-vm4go,Selamat buat Inter Milan.
@reinaldoleon5676,cayeron con las botas puesta los juveniles del barca sin miedo
@lionelbledi6052,Match of the millennium definitely
@rutagandagerard7631,This is not semi final  is  Final
@KR7muawiyah,Hala Madrid
@AMIRATOUADEOLASEYISSEFAGBOHOUN,C'est le maillot qui a donné le malchance pour le BARÇA
@abuahza6554,Pedri ke Madrid bisa ngejek ke inter dapat karma
@Bundy72,The Champions League final of all Champions League finals this amazing match should have been.👏👏👏
@BrendinGrootboom,"I,m a Liverpool fan and know uefa champions league football me life long, all I know,don't underestimate Psg on their homegrown. It's their game to loose. I know what I know, this is football, the beautiful game. I hope arsenal all the best away from home ❤😂."
@olegint9917,Inter 🎉
@RezaPertama-y9q,Kremln
@michelefavaron8451,Ahahahah.  Poor barcelona .
@andyamadi2689,Arsenal UCL 2025
@MAN_OF_GOD.,Barkadogs 😂
@ElhombredeAvalon,Vergúenza de arbitraje. Gentuza miserable
@zivkomisirlic5772,👏👏👏👏💪💙
@Za_Tama,Gol. gol. gol. gol. : goooolllllll...... gooooolllll..... gooooolllllllllll...................
@abdulark2514,This is final before final
@TututEndriyanto,Melawan arsenal atau psg kamu tidak akan mengkin menciptakan gol banyak
@tamjid-gaming7755,"Barca fans are really crying their asses out and pretending they are doing fine, oh dawg :((. ""Remontada"""
@carsobello,Match of the century
@vicenteavalos2223,😂😂😂😂horrible que hablan esos narradores
@ruymxsx7,Barcelona Go Home!
@RobertoLuna-st7ri,Jajajajaja...HALA MADRID CARAJO!!!!
@Gomes719,This is what you call football incredible game
@Sahih6789,My prediction was correct Inter Milan will beat Barcelona with a score of 4-3
@DavidLucasdeOliveira-l5w,Eu vim espalhar o evangelho Jesus está voltando ele vai voltar Amém
@carrenajames1520,"For God (Yahweh) so loved the world that He gave His only  begotten Son (Jesus Christ), that whoever believes in Him (Jesus Christ) should not perish but have everlasting life."
@zoroark7241,The true power that the media doesn't know - Inter
@nnamanisamuel-l3p,Forza inter Milan ⚽
@LekSaliyo,Yamal udah berahir
@dukeaaron8201,Terrible highlight video
@danialushaj7564,Varbarcelona where are you
@ММА-2002,The best match of the Champions League semi-finals: Inter-Barcelona 👍
@MarcoQuelloConGliOcchiChiari,Le squadre Italiane gettano il cuore oltre l’ostacolo … non provocatele mai !
@OrlandoRijo-qs9rb,Llora
@afifafiatullah1066,Barca impossible Champion
@abswebtechnologies,"God of man u,
God of Real Madrid,
God of Al-nassr Thank you for not allowing Barcelona to win UCL."
@oscarherrero8569,"Gracias Araujo , los pericos ya te hemos perdonado del todo..."
@mauriciomojica9261,🤣🤣🤣😂😂😂😂🤣🤣🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣
@wisebuilders7070,Barca needs to change its goalkeeper and entire defense line
@triantafyllosmoustakakis6537,Jamal 😂😂😂
@ShrijanSubedi-h3u,They cannot come back like real madrid after 2:0 Plzz go away barca fans it’s over now next year again Madrid winning streak will start ❤😂
@steveytyler6247,They said visca barca I said Forza milan... No one believe in me when I said milan is gunna win CL but look we're almost there 😮😮
@Caleb-DH,Who’s here after gta 6 trailer 2?
@ezekielbayyo1635,Araujo
@mhdbasith4793,Barca shit diffence
@DelaDo-i6z,Inter I salute 🫡
@ramzesssramzesss203,ЯН СОММЕР что ты творишь?
@harleyman8401,"knowing how to win  ,god bless inter from morocco"
@LibiaHerrera-z2e,Eso fue trampa
@Gallondor-25,"As a Barca fan, congratulations Inter Milan, you deserve it!🫡"
@vanus-et1gl,FORZA INTER PER SEMPRE
@AndreanMaulanaaqbar,Mati Barca ga lolos 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@zlatanesque11,Le barca c'est fait Voler ?😮
@baroktigraway9375,Thanks inter ❤
@5411-rh4xb,😮
@fuadorucov2643,Olley olley
@yoshimitsu8643,"The US has the media 
That’s why they cloth superbowl and NFL the most popular sports in the world
But when the world witnesses these kind of thrillers no fake media can deny football the best and most entertaining sports in the world"
@alikouweik4763,Not even flick can save Barcelona 😂😂😂
@Alpha-wr3rg,Thank you Inter for stopping the noise pollution.😂
@Psychø.o-xi,Real Madrid fans can sleep in peace tonight 😜
@MashhurSodikov-tr7lo,😂😂😂😂😂😂😂
@TututEndriyanto,Cuma beruntung melawan team yang penyerang tapi lemah bertahan karena kehilangan kounde
@taharashidi4314,Taremi❤
@Caleb-DH,😂😂😂😂😂😂
@williamdhony5580,Chuppaaaa Barcelona
@LansanaMagassouba,Dieu ne dort pas
@EverRodriguez-g6b,Da tristeza el narrador 😢
@DelfinPuente,QTPC.
@OluwakemiSoaga,"Haibo!  I am a MUN fan, Inter repeated what happened between Man United and Lyon. This is crazy man, unbelievable. They actually saved us from serious noise pollution tomorrow honestly"
@ansorinizar1646,VisCa BaRca  and Keeps Strong.All The  Best BaRca
@mrbrass7306,Milan is red and black 🖤❤️  we have 7 champion league
@duraidayoubi9057,"Wow this upload the worst, thanks but I will watch this somewhere else."
@TabiKevin-k8l,😂😂😂😂😂they took us away from treble but no problem
@m-xx8mj,HAKAN ÇALHA👑
@cose1950,Nunca se compare al Madrid
@ezralea6890,Forza Nerazurri 🇮🇹
@alvarodeliras7100,"Vaya vergüenza,robó flagrante,pierde el fútbol y muchos contentos, entiendo qué el fútbol se la suda"
@يامشكوشوفالي,"Now, as a Real Madrid fan, I feel like breathing. Hahaha. It is an indescribable joy to expel the arrogant team, Barcelona."
@ZeeMann777,"I am not surprised bc I said it...will beat Barca. What happened to lamin...he was chocked,stuffed,couldn't breath...truuuu."
@oru151277,"JUSTICIA DIVINA, fuera corruptos del fútbol protegidos por el corrupto gobierno de España.."
@emmanueljf7059,La bonne nouvelle : Le Barça dégage ; la mauvaise nouvelle pour l'Inter : Paris sera champion d'Europe ! ALLLLLEEEEEEZZZZZ PAAAAAARIIIIIIIS !!!
@jonreds8237,"Barcelona remontada not good enough to secure the final ,,bye Balon d or"
@emmanuelsihlobomoyo,Inzhagi a world class as a player and a coach even on rainy semi finals on a suit. Good game Inter Milan took a leaf from Manchester United game vs Lyon😊
@misterhenderson,It's gonna be Arsenal to join them right
@speedybluemink,"There was manu vs bayern, and now inter vs barca. What a game."
@paolocappelletto9343,Questa è l'Inter: squadra pazza che può vincere con chiunque e perdere con chiunque. Noi tifosi non stiamo mai tranquilli
@Lory-zu2,AMIGO ME RICORDA UN GOLASSO A BARCELLONA DELLA MIA PALL EL GOLASSO DI FRATTESI
@JoaquinGarcia-nd7fr,Gracias Inter
@mashendrochannel,Selamat tuk Inter Milan yg masuk final ucl 2025 dari saudaranya Milanisti
@SabdatZubair-h7b,Is this another universe
@Altico-n6m,"Grande partita grande calcio due grandi squadre,  seconda finale per l'Inter in tre anni."
@HenryMensah-f8y,Barcelona was on the verge of wining i have understood the fact that this season is not ours
@МаратАбдухаликов-ы5к,Bot Barcelona 🤣🤣 vs inter ❤❤
@humanempire8199,Being chelsea fan i always support any team vs barcelona coz of their robbery in semis against chelsea in UEFA semi final. Best of luck Inter for Final.
@miguelpedregosa1,Barcelona no tiene la clase para ganar una copa de Europa
@يامشكوشوفالي,"Bye bye Barcelona, back to the dark tunnel, ten more years and Barcelona will win the Champions League again twenty years ago 😂😂"
@luisdiaz2659,"Y lamil Yamal !
Se va quitar lo cremoso!😂"
@anitahabic466,Uefalona...VAR is your enemy...no more cheating😂🤣
@JamesjuniorJoseph,Ballense para su casa
@legendaire0707,"Worst goalkeeper this never happen the 3rd goal of inter, his pnj stuck in his cage"
@kotubarnabas4620,I love 💕💕 inter Milan
@sulimani2008,Bravo inter milan
@Himura-Kenshin1995,What a Match❤❤
@mulisyadavid5567,When will referees in European football will be just. Inter Robs the final ticket thanks to referees favoritism. What a injustice !!!! False penalty and egalizing goal amid fault against Barca defender despite the VAR.....
@emekaihiere1964,Now the world 🌎 is at peace
@salomaogamer308,Que semi final cabulosa ! Parabéns ao Inter
@ngabanichannel,CONGRATULATIONS ON INTER. GAMES ARE JUST AS GOOD.
@user-gamingFF.7,Inter goad
@ec597,JAJAJAAJAJJAJJAJAJJJAJAJAJA vuelta al raval lamine yamal ahí te espeera tu padre con 3 gramos de lo que vende jajajaajajajajajjajajajajjjjajajajja
@irvannury5064,"Barca hari menangis menyalahkan var,mereka lupa mereka pernah mengalami ke gagalan de javu oleh inter"
@hellobaraya31,Dia pikir ke final liga champion itu mudah? Wkwkwk menangis barca
@amardesign5785,Komentatornya fans Barcelona😂😂😂
@parzival123,Barca met its match finally
@gothamlbadman,Tarihe geçen bir maçtı. Tabi ki İtalya’nın siyah incisi İnter’i destekledik. Türkiye’den selamlar ❤🇹🇷 🖤💙Tebrikler İnter 🤌🏻
@yoshimitsu8643,"Barca fans will lay in hiding for a week
And then reappear pretending to be all humble 
The way they were going all season I was always thinking when will the karma hit
And it hit them so deep"
@Lumphutomba,Igbt shirt n barca 4 colour shirt is bad luck😂
@Dineshpukhrambam-t8f,Best header Lewandowski 😂😂😂😂😂
@VillageNatureFootball,Thanks Inter Milan you saved the world from sound pollution✅
@badlishahshabudin9339,HALA MADRID!!!!
@cafe1234arsenal,Wow
@UnoAyan,FCB - 100% offence 0% defense
@usairforce165,Psg is caming
@MezuiD.,"Sans doute la meilleure demi finale allé retour de toute l'histoire de le C1

Probably the best semi-final in the history of the Champions League 

Probabilmente la migliore semifinale nella storia del Champions Ligue

ربما أفضل نصف نهائي في تاريخ C1


可能是 C1 历史上最好的半决赛


Наверное, лучший полуфинал в истории С1"
@mahadghedi7925,I think the best match congratulations inter i don’t think so arsenal or psg can’t stop inter
@ChukwujekwuAbraham,Barca defence wasn't great
@dahasyokk5363,Bu ne kadar kötü bir fragman
@CanalSDR,Thank god the cameraman did  not shake the camera at 08:14
@ibrahimyucel9276,I love INTERRRRRR❤❤❤HAKAN CALHANOGLU
@wisseletcompere4984,FORZA INTER
@juanfrancodilorenzo2016,chau barsa
@ionconnor1991,HALA MADRID
@usepdian1797,Forza intermilan ❤
@kam9064,inter make barca supporter silent..hahahah...bravo inter...
@HermesD34,My brother almost had a heart attack and took blood pressuee pills. He loves inter 💙🖤
@elikajohnson2176,"🎉🎉🎉🎉
I'm the only one in my Fam amongst 5 siblings who is not a Barca lover. Just imagine what would have happened to me this evening 🎉😢
My joy is unexplainable rn 🎉🎉🎉"
@abcd-wd3zm,varcelona 😂😂😂😂
@ebrahimniapour3569,Forza inter
@miquel6428,"Adéu triplet, adéu! Aquest any tampoc."
@Xfpoten19,"What is certain is that the champion is Inter, there is no need to doubt it"
@MehranBeheshti-l3i,go taremi
@YaBiso-y1u,Inter deserve champions league wallah
@GmanyindoClifford,God bless INTER MILAN
@WorldEye88,Bravo!!!
@rakan550,They screwed barca to not count the foul of the third goal for inter … it’s not legit goal
@rotciv1492,"As a Barça fan, I'm frustrated. Still, I had a lot of fun watching these semifinals.
Both matches had wonderful football and kept me at the edge of my seat constantly. 13 goals in total, like holy shit.


Not to mention, the football played was very clean and free of drama, straight to the point. Very physical of course, and that inevitably ended up with a fair share of yellow cards, buth both teams breathed sportsmanship. 
Overall, playing against Inter was a far cry from playing against Madrid. Every time we go against them with mid to high stakes it feels like the match starts 2 weeks early with the stupid media shenanigans. And the game itself often turns out even worse.

Overall, congratulations to Inter :) good luck in the Finals."
@zekiasmambodo9433,I am extremely excited yooh barca lost😂😂😂😂
@henriqueguimaraes121,Forza Inter.
@Yesunijibuu,aseno bingwa
@JNola1994,Lmao all the commentators even on different language were going for Barca really got them crying
@CBCinspirations24,The commentator is a barca fan.
@Lolicon-AntiDPP1450,Hala Madrid!\^O^/
@Irvinulisesgomez,Lo intento el Barcelona no se fue para atrás felicidades bisça barca
@BeeBen-i2l,Er
@jodisukmayudha7487,FORZA INTER 🖤💙
@Sebas-kx7nk,Hoy ganó el futbol 💙💙💙
@JuanRamirez-nx4id,F15-5b
@wahyuramadhan1675,Decul nggk jadi trebel donk
@ibragueye9273,bisogna dirlo forte siamo più forte del mondo forza Inter ❤❤❤❤
@NazirYahya-s2t,To be honest I wanted inter to win today since Barcelona have been talking to much much but in the finals I want Arsenal to carry the trophy
@wdswds591,Come italiano goduria immensa❤❤❤❤❤
@FutureVandross-v4v,Real Madrid fam here😂
@tu4hgu4thyuhyuh6,6 penalty canceled for barca just wow inter fan how much did they pay refree and say better than barca inter 3 barca 5 cl remember that
@Yesunijibuu,dah jamaa anajua mpaka anakera
@marcoantonio5419,"Que onda con el narrador del PES :v
No grita los goles del Inter...."
@rimalaily,"The commentator when inter scores gol 😐

The commentator when barca scores goooooooooollllllll..... 😂"
@MamangDen1305,I Love black blue intermilan ❤❤
@danimalik3908,Now barca fans will say madrid paid refree for inter to win...
@emirnuljuvic,"Two goals were scored against Barcelona due to huge defensive errors. Barcelona was winning until the 93 minute, and because of a defensive error, Inter took the ball and scored a goal in the last minute. The player who cost the Spaniards their victory must be held accountable."
@ronneymorrison2593,"You guys got helped out throughout the whole game, and you guys couldn’t pull it off? Cubarsi no Red card? I didn’t know you can slide from the back miss the ball get all ankle being the last player and no card? Not even orange yellow red? What’s going on? Helping Barca again Refs? This would’ve been 4-0 if a cubarsi gets that red well deserved if you ask me. But instead you get full Force Barca right. Some cheating going on from the Refs in the Liga also this isn’t fair to teams."
@PincoPallino-zh8wm,Forza Inter!!
@murattemirov1662,Я наверно из Узбекистан единственный человек больше 25 лет болею за Интер
@nefidechanel,Camera ❌
@sinano2482,Bu nasıl özet?
@andressanchezgarcia1551,A mamar
@dzidjomkoffiy.amegan6592,La mine y a mal 😅
@PatrickDowdle,"You could tell which team one of those commentators supported . Barcelona led with less than 10 mins left , then choked big time . Well done Inter"
@ChrisChambersMusic,Thank to Inter for stoping that nonsense around Jamal its a bit too much
@AmaSow-iz3en,Je suis vraiment contente ❤❤
@DarkFire-0,"inter Milan third goal should’ve been disallowed because Cubrasi was fouled, and only a yellow card for stopping an entire goal chance, always against barça"
@joniuskaka1664,Komentator pro barca😂😂😂😂
@professorrowlet9134,Let's laugh at Barca
@scorp_man,Вот это футбол! Вот это мы любим! Давненько таких страстей не испытывали
@echobay5040,"So glad Barcelona are out always fouling, cheating and trying to get players sent off...."
@0810drew,"Just for the record Inter has the highest average of spectators  each game of 
 the Italian Serie A  72.500 😊😊😊 so wasn't for the Barca game  but was the usual average of people at S. Siro Stadium and also a few more for the 10th UCL semi final played."
@RobertoLuna-st7ri,Jajajajaja...HALA MADRID CARAJO!!!!!! El verdadero Rey de CHAMPION...
@edoardo9981,"Best semi final in champions history...13 goals, almost no fouls, wonderful goals, wonderful goalkeepers...incredible❤"
@sb7038,PAZZA INTER AMALAAAAA
@ayubaisah9116,ÖMÓ shameful barca
@Evgeniy-y3k8z,"Сегодня самый лучший день, поздравляю Интер"
@salvatorenicolosi5981,MONACOOOOOOOOOOOO🖤💙🖤💙
@gums1993,Thank God intermilan won
@sb7038,AMALAAAA
@dost6542,Maçın yıldızı lamin  yamal
@JesusGarcia-hu3ki,Excelente noticia
@agbenoufollychristophe7596,Match exceptionnel 🎉
@rapiansyah2749,🤣🤣🤣
@Fabian302diaz,How many goals were called offside like the goal of raphinha .. Today Futbol WON!!!!!!
@Бекхан-ь1р,Что за матч поздравляю Интер с победой
@soffiah8945,Alhamdulillah Barca tersingkir
@nehirylmaz5383,Hakan Çalhanoğlu🇹🇷
@БексултанЖармуханбет,Araujo😔 maybe gundo was right
@strixaluco7862,"Great win for Inter Milan, fantastic game of football. Barcelona will be the team to beat for the next 10 years. Clap of hands to both teams from a Lazio fan"
@ivangray5864,"Esto es fútbol, hay que asumirlo. Pero nadie tiene más fútbol que el Barça. Lastima que en el primer tiempo salimos a contemporizar. Y a Araujo ya lo podemos vender al United."
@ИсаЖалалидинов,Барса💩😂😂😂
@valdeirgandra,Na vida você tem que ser igual o time da inter nunca desisti 🇪🇪 Forza Inter
@tampaklunguntampaklungun1466,Inter vs ?..PSG or Arsenal.
@Aditya-s5z-w3q,Senam jantung😂😂
@AufaAbian,Gw doain inter juara Thun ni liga champion amin
@adriansanchez6915,Explain in basketball terms
@kreex4706,Congrats to inter. Yamayama and co should try again next year. Thank you inter for reducing noise in our area
@ToniBlancoMurias,GRACIE MILLE INTER 😂😂
@anaurachanel,Alhamdulillah 🎉
@E.EShahid,Im die... 😅😅😅
@CindyTorindatu-n9r,Wkwkwk yamal badut 🤡
@CBCinspirations24,🔥🔥🔥🔥
@mouse669,👏👏💪💪💪💪💪💪💪
@tampaklunguntampaklungun1466,"Inter & Barcelona sama kuat sama hebat,kerana menjaringkan gol yang banyak.hanya kesilapan kecil menghukum Barcelona."
@annisanajwa4354,Final inter vs arsenal
@SoepRiady-t9s,Inter ❤❤❤indonesia❤❤❤
@baole-nl4fs,i gotta wait 365 more days bruh this is over
@NationalistTurk.-nq1sb,Dünyanın en iyi maçı felan herhalde
@paulpixzy5297,I heard anyr star
@happy_trucker,English please
@guitaristbagzronnie1249,Thanks inter u saved us from noise  treble now any one can win it
@diegoandresruiz2815,Casi pasa el barca
@mariomunoz6883,What game!! worthy of finalists!!
@sinagabonar422,Kesalahan terbesar hanflik tidak memainkan lewan sekaj menit awal
@taianw,Inter is best i love Inter very much❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@AhmadSofiyan-zz7uc,Mantap inter keu Pinal
@TalypjanKasymov,Барселонсы видели как трудно выйти в финал.так что уважайте Реал.
@АмалгульЖанбекова-й3о,Звери... В двух матчах 13 голов. Охуеть. Никогда матчи Интера не смотрел..Бляяя. Я фанат Интера
@GaniyuWasiuAyinde,Only Real Madrid can reach that level in champions League and claim the cup
@Adam-ex9mc,Oh my what a great spectacular champion league semi final..full of action until the end..great performance from Dumfries and Sommer..
@ColoFapp-me5fn,INTERNAZIONALE FC 🔵⚫️
@salimuddinabuiza3365,Bravo inter❤
@YusufSamuel-en4sm,Match of the year
@schan9908,inter the best！ 👍👍👍👍👍
@Samuel_Omega13,Hoje eu vou chorar de rir!
@Daka-s1n,Bravo Inter
@herisaputra9378,By Barca
@TonyMarzew,Sommer!👏👏👏
@Dayakrimba,yamal terlalu sombong musim ini  . bahkan ayah nya
@xXxMusHiexx,That defending for the last goal 😅😅
@Mardlona,"Dan terjadi lagi
Kena comeback lagi 😂"
@savegazafreepalestina,"FORZA RAGAZZI,,, GRANDE INTER PERSEMPRE,, PAZZA INTER AMALA 💪🖤💙"
@reysanchez4129,Adiós Yamal. Jajajaja hasta el otro año
@РайымбекАдилов-м6х,"«Més que un club» 🔴🔵🏟⚽🐐 Барселона, мы тебя любим!"
@legendff3666,Decul cry 😢
@Millo0099,Absolute cinema
@savegazafreepalestina,"FORZA RAGAZZI,,, GRANDE INTER PERSEMPRE,, PAZZA INTER AMALA 💪🖤💙"
@jejaklangkah2405,"Nothing is impossible, the ball is round ... Forza Inter 💙🖤 Road To Munich 🐍✈️🇩🇪 Ciao Barca ..."
@carloscampos-qt1wh,Horrible la grabación
